AREAKEY,TRCTPOP1,MDFAMY1A,MDVALHS1A
36047088200,6740,34955,452900
36047088400,5236,45656,562800
36047088600,4427,39848,508700
36047088800,3923,43031,455600
36047089000,6319,30585,593800
36047089200,3651,30964,586900
36047089400,3430,51771,374600
36047089600,3546,46300,469000
36047089800,2089,36250,430500
36047090000,5508,24716,402400
36047090200,3451,26728,346400
36047090600,4581,17160,516700
36047090800,3990,19182,575000
36047091000,5610,11994,0
36047091200,6814,18874,0
36047091600,4325,29301,458400
36047091800,2804,56286,327000
36047092000,3154,30189,311300
36047092200,2691,53429,362200
36047092400,2656,45903,363800
36047092800,2656,67188,496200
36047093000,2547,73906,444600
36047093200,1142,64135,445100
36047093400,2401,79667,434000
36047093600,1628,75688,449400
36047093800,2374,45875,436000
36047094401,3202,60099,455200
36047094402,2886,17095,0
36047094600,1830,64410,450300
36047095000,2906,67151,565200
36047095400,4607,59583,578500
36047095600,4042,70492,568300
36047095800,3456,87837,436900
36047096000,0,0,0
36047096200,1717,64509,520400
36047096400,2361,58947,443300
36047096600,2164,76771,523300
36047096800,1471,86118,436900
36047097000,2105,65324,485600
36047097400,2724,59079,539600
36047098200,4305,24741,0
36047098400,1978,64649,559400
36047098600,2862,75341,532800
36047098800,3054,73750,436100
36047099000,1422,71316,455300
36047099200,1833,71382,453000
36047099400,1978,77139,453400
36047099600,3631,70355,502100
36047099800,3784,70855,556600
36047100400,2567,65393,480700
36047100600,2489,94432,470600
36047100800,2124,57375,505200
36047101000,2318,61250,517100
36047101200,1932,55543,436900
36047101400,2160,64038,414700
36047101600,1464,80216,578500
36047101800,1851,107644,409000
36047102000,1922,98403,494100
36047102200,2075,54650,400000
36047102400,2123,58546,579700
36047102600,2771,72952,600200
36047102800,1579,88365,589700
36047103400,3918,31007,0
36047105801,6928,38214,714300
36047105804,6426,34158,350000
36047107000,322,56638,582400
36047107800,3849,62689,369000
36047109800,1917,70882,490600
36047110400,4358,37219,433100
36047110600,4311,29198,0
36047111000,3216,23807,450000
36047111600,3484,45865,395600
36047111800,3053,29679,486300
36047112000,3155,52500,454800
36047112200,3371,49519,384300
36047112400,3416,57381,448000
36047112600,3783,42179,470000
36047112800,3822,41157,460400
36047113000,3891,27311,399500
36047113200,1937,44393,357500
36047113400,2838,19150,337500
36047114201,1578,43352,575400
36047114202,2766,38935,474700
36047114400,2403,28269,475000
36047114600,2998,39808,559300
36047115000,2595,36083,350000
36047115200,3094,23669,409300
36047115600,4315,20200,381000
36047115800,2983,52351,400000
36047116000,2543,28929,327200
36047116200,2157,42415,384100
36047116400,2921,48235,429700
36047116600,2907,40670,433600
36047116800,2057,53884,479500
36047117000,1880,33293,378400
36047117201,2713,50430,522200
36047117202,3907,45824,478200
36047117400,4329,50268,478000
36047117601,2750,41724,381100
36047117602,3313,30610,534300
36047117800,1717,48125,442300
36047118000,6,0,0
36047118201,3002,65224,445000
36047118202,3083,34722,520300
36047118400,5420,42340,546400
36047118600,2969,48633,458100
36047118800,4651,24138,524800
36047119000,2127,38333,406500
36047119200,3013,38566,455700
36047119400,3914,38539,422200
36047119600,5403,33839,437600
36047119800,3426,36278,572900
36047120000,2148,32396,465500
36047120200,1900,64009,477000
36047120800,8938,31668,437000
36047121000,4035,23462,0
36047121400,4351,20076,0
36047122000,5495,43182,551100
36047123700,6008,25879,566500
36047150200,2540,96875,753600
36047152200,3317,107917,812100
36047990100,0,0,0
36061000100,2,0,0
36061000201,3058,20764,0
36061000202,7316,46488,452600
36061000500,0,0,0
36061000600,11367,22982,9999
36061000700,8109,175208,874000
36061000800,10290,31561,638000
36061000900,731,250001,931800
36061001001,1434,113015,541900
36061001002,6547,25326,0
36061001200,3397,55759,559400
36061001300,4479,200735,710400
36061001401,3005,150913,635100
36061001402,2782,35278,555100
36061001501,5518,78147,483300
36061001502,7476,175583,1000001
36061001600,8478,27169,664400
36061001800,8660,38788,1000001
36061002000,4917,19852,0
36061002100,6040,250001,1000001
36061002201,6398,41250,475400
36061002202,2189,128654,968800
36061002400,5434,21710,0
36061002500,4869,19867,0
36061002601,3772,33672,724500
36061002602,4227,56632,655900
36061002700,1264,79271,496800
36061002800,7114,34921,505400
36061002900,6398,33659,501800
36061003001,4492,49200,757200
36061003002,3106,60625,628400
36061003100,2550,96348,944400
36061003200,8234,65893,604900
36061003300,5156,250001,1000001
36061003400,6612,74712,709000
36061003601,3393,23600,412500
36061003602,3151,69938,1000001
36061003700,2447,172778,904400
36061003800,9237,87526,624200
36061003900,5860,115521,1000001
36061004000,8651,107500,778500
36061004100,7817,37222,1000001
36061004200,5145,182344,1000001
36061004300,4270,44188,1000001
36061004400,16538,101203,1000001
36061004500,1136,116417,1000001
36061004700,2524,157660,1000001
36061004800,7229,120000,613400
36061004900,4942,250001,1000001
36061005000,5055,181563,656000
36061005200,3408,195000,1000001
36061005400,4536,192981,783200
36061005501,4204,143403,783300
36061005502,2257,126477,1000001
36061005600,3322,193641,1000001
36061005700,2781,119180,1000001
36061005800,3512,250001,1000001
36061005900,5401,190125,857400
36061006000,4511,151267,0
36061006100,5224,221213,870700
36061006200,4437,128750,0
36061006300,6380,250001,1000001
36061006400,8090,119032,642700
36061006500,6202,128077,1000001
36061006600,11740,76930,613500
36061006700,5461,159079,937500
36061006800,7614,110109,694300
36061006900,2759,163000,1000001
36061007000,8871,181316,942900
36061007100,5429,225444,806500
36061007200,8664,141538,670800
36061007300,6215,124669,883700
36061007400,4319,162578,774100
36061007500,4159,183092,953600
36061007600,2277,72951,1000001
36061007700,5966,150479,1000001
36061007800,8391,193839,578200
36061007900,4442,158256,1000001
36061008000,5377,167422,633700
36061008100,8047,141583,888800
36061008200,3262,131518,816100
36061008300,4092,28056,572200
36061008400,1595,156719,614000
36061008601,2618,136205,752900
36061008602,0,0,0
36061008603,4799,240441,1000001
36061008700,6338,173250,720300
36061008800,7026,144116,619700
36061008900,5708,78333,901800
36061009000,7883,194063,733500
36061009100,6304,216923,1000001
36061009200,1806,153304,650600
36061009300,8780,87222,664500
36061009400,73,0,0
36061009500,3040,151875,1000001
36061009600,155,0,0
36061009700,5224,46136,37100
36061009800,7316,197896,774400
36061009900,1945,250001,784700
36061010000,1992,160234,693500
36061010100,1116,76500,0
36061010200,230,42171,58700
36061010300,2058,96250,687500
36061010400,966,94432,740400
36061010601,7351,169081,1000001
36061010602,4875,205795,726600
36061010800,9039,205881,665800
36061010900,183,250001,1000001
36061011000,7169,181771,1000001
36061011100,3512,109219,700800
36061011201,992,165500,930600
36061011202,441,250001,826400
36061011203,1401,130875,869300
36061011300,117,0,0
36061011401,1412,220991,1000001
36061011402,2397,206250,1000001
36061011500,2303,81667,884600
36061011600,3543,140500,631900
36061011700,3364,63824,0
36061011800,8767,208782,888000
36061011900,1120,31579,0
36061012000,3971,223542,1000001
36061012100,8554,72021,634200
36061012200,3633,226923,1000001
36061012400,10218,138879,1000001
36061012500,2719,191154,0
36061012600,12774,178397,794200
36061012700,6928,51364,634000
36061012800,6270,243500,1000001
36061012900,6038,95132,807900
36061013000,4195,250001,1000001
36061013100,2816,208750,722600
36061013200,10590,146742,675700
36061013300,6208,87679,775900
36061013400,11174,163688,680600
36061013500,6596,38527,0
36061013600,15344,179038,912400
36061013700,6471,177576,879400
36061013800,12444,143714,729300
36061013900,9257,143348,746100
36061014000,7813,238699,1000001
36061014200,4462,250001,1000001
36061014300,25,0,1000001
36061014401,4864,200893,668400
36061014402,6743,206402,1000001
36061014500,5542,207045,932100
36061014601,4274,166429,713200
36061014602,7904,205250,691700
36061014700,2755,172917,1000001
36061014801,2863,219028,1000001
36061014802,7066,182303,1000001
36061014900,5842,249167,1000001
36061015001,2294,250001,1000001
36061015002,5437,234938,1000001
36061015100,8306,55272,483800
36061015200,7275,84356,902300
36061015300,9320,250001,1000001
36061015400,13749,120491,593400
36061015500,9350,203192,662600
36061015601,5345,103177,606300
36061015602,2298,30417,1000001
36061015700,10751,206324,946100
36061015801,5650,250001,991400
36061015802,3346,96250,225000
36061015900,9623,209405,893200
36061016001,3744,250001,1000001
36061016002,3131,166500,1000001
36061016100,6437,202868,1000001
36061016200,9308,34737,751500
36061016300,6624,204375,926300
36061016400,6127,32191,0
36061016500,6402,217727,1000001
36061016600,7317,31895,903800
36061016700,6564,198750,1000001
36061016800,5675,24500,1000001
36061016900,8108,168201,945000
36061017000,7855,47965,455300
36061017100,8989,178065,1000001
36061017200,5504,33850,1000001
36061017300,8939,202926,1000001
36061017401,5248,28872,583300
36061017402,2093,26875,0
36061017500,10820,195587,1000001
36061017700,9151,82949,907300
36061017800,3912,34517,543900
36061017900,9293,151000,1000001
36061018000,7476,22189,758300
36061018100,8866,112617,720500
36061018200,6768,25035,0
36061018300,8667,120714,958900
36061018400,7835,30952,372400
36061018500,4190,164833,824600
36061018600,5701,19192,0
36061018700,8974,132868,1000001
36061018800,6008,36559,484400
36061018900,11547,39490,777300
36061019000,3083,75284,602400
36061019100,8807,119022,775100
36061019200,3584,19983,1000001
36061019300,9009,47357,523900
36061019400,6558,17057,791700
36061019500,8197,114638,906400
36061019600,3931,33220,1000001
36061019701,641,104444,0
36061019702,2090,55195,465700
36061019800,1914,79013,382600
36061019900,10064,111968,786400
36061020000,2581,53485,1000001
36061020101,1731,120972,383300
36061020102,3865,47626,466300
36061020300,3633,42115,1000001
36061020500,5322,157250,706800
36061020600,2942,38000,513400
36061020701,3329,65338,897700
36061020800,4591,44911,904800
36061020901,3673,26504,116900
36061021000,6637,42196,229200
36061021100,10330,62046,473400
36061021200,4412,70643,622600
36061021303,5619,52135,193800
36061021400,3001,47321,0
36061021500,3068,34076,272700
36061021600,7556,44559,662900
36061021703,6,0,0
36061021800,6617,44056,669200
36061021900,6023,20793,114800
36061022000,5370,46106,719300
36061022102,2175,67829,595000
36061022200,2644,35353,847200
36061022301,7917,29343,357600
36061022302,3385,19972,0
36061022400,6427,23885,350000
36061022500,10149,34835,133900
36061022600,3778,40774,1000001
36061022700,4864,49231,1000001
36061022800,5248,42385,707900
36061022900,8300,36446,169100
36061023000,8106,31947,1000001
36061023100,5865,39961,740400
36061023200,7980,28103,240500
36061023300,6527,30772,1000001
36061023400,4465,39493,415000
36061023501,6004,39153,242300
36061023502,1819,37962,0
36061023600,6404,42717,282300
36061023700,6811,34649,119100
36061023801,9723,80909,222900
36061023802,1938,166042,0
36061023900,2371,35606,196400
36061024000,1648,0,0
36061024100,7642,54597,399400
36061024200,3396,34559,0
36061024301,3946,36122,1000001
36061024302,7370,22695,1000001
36061024500,14934,33574,254500
36061024700,7074,35227,481900
36061024900,1101,48264,56200
36061025100,2526,32538,0
36061025300,11236,38219,78200
36061025500,5771,46202,611700
36061025700,3876,55625,722300
36061025900,3496,46295,581300
36061026100,12087,37711,121300
36061026300,8729,25049,170100
36061026500,7021,48466,387000
36061026700,2173,39000,0
36061026900,8428,30042,330000
36061027100,8196,41935,536000
36061027300,6370,115875,441100
36061027500,2846,106500,578000
36061027700,7086,31597,0
36061027900,10292,36948,386800
36061028100,2867,115923,398200
36061028300,7627,43902,233700
36061028500,7216,27181,0
36061028700,4035,35433,443800
36061029100,11288,31781,181600
36061029300,9033,36076,0
36061029500,6941,49899,357800
36061029700,161,0,0
36061029900,3834,28227,137500
36061030300,3753,39375,368600
36061030700,3434,82391,342800
36061030900,8463,35000,359700
36061031100,2,0,0
36061031703,7709,202743,1000001
36061031704,5677,169167,784500
36061031900,11,0,0
36081000100,4949,146250,450500
36081000200,2829,51836,478400
36081000400,4413,66889,442000
36081000600,3729,43854,455600
36081000700,4790,66848,738100
36081000800,3360,69940,449200
36081001000,3502,59531,491100
36081001200,3871,62115,513700
36081001400,3683,62950,519800
36081001600,2831,46531,447100
36081001800,2931,68171,433000
36081001900,1076,73214,534300
36081002000,1797,55404,425600
36081002200,2077,61406,613300
36081002400,2145,77642,433600
36081002500,7571,26281,261400
36081002600,2055,90656,590500
36081002800,3033,60567,486300
36081003000,1399,100500,439300
36081003100,1388,33542,653800
36081003200,1504,61417,479600
36081003300,2474,54969,467500
36081003400,2201,59931,447700
36081003600,3295,58125,547000
36081003700,0,2499,0
36081003800,2287,64732,509100
36081003900,1592,24594,540100
36081004001,2134,49020,442600
36081004002,1270,60078,520100
36081004200,4120,52681,472000
36081004300,2437,16759,118300
36081004401,3500,52750,567300
36081004500,2975,79005,227000
36081004700,3984,41800,644700
36081005000,29,0,0
36081005100,2231,36932,554800
36081005200,2751,54972,557000
36081005300,5340,48149,513300
36081005400,5257,69736,466300
36081005500,1067,49314,944400
36081005700,4321,56696,758000
36081005800,5414,70833,463400
36081005900,4169,63086,658100
36081006100,5644,55797,594900
36081006201,5128,76362,192200
36081006202,6253,58625,461300
36081006300,5949,58176,823200
36081006501,3676,56964,668700
36081006502,3853,72000,722100
36081006900,4611,57756,597100
36081007100,3963,62625,642300
36081007300,4231,72396,380000
36081007500,4116,34264,323500
36081007700,1478,100230,678600
36081007900,3493,46250,486400
36081008100,1188,55958,576900
36081008300,2950,47639,672600
36081008500,1270,46700,558800
36081008600,2811,68583,464000
36081008700,4582,28444,379400
36081008800,3095,68056,535300
36081009100,2796,62723,645700
36081009400,2834,51182,424200
36081009500,2289,77273,670700
36081009600,3135,55606,447000
36081009700,3580,69208,664500
36081009800,2688,43750,562100
36081009900,3,0,0
36081010000,3571,72731,422900
36081010100,2552,65833,671600
36081010200,2677,57361,452600
36081010300,3934,53679,753900
36081010400,3147,64527,467100
36081010500,4244,35273,622200
36081010600,3427,60469,496700
36081010701,0,0,0
36081010800,2980,59886,474800
36081011000,3075,46781,459300
36081011100,3050,80000,609400
36081011200,2358,54313,590700
36081011300,4234,54189,574700
36081011400,1330,40938,458500
36081011500,2325,54243,590600
36081011600,2178,39318,474700
36081011700,3848,62679,649300
36081011800,2628,51591,487800
36081011900,1701,41414,580100
36081012000,2487,65677,562500
36081012100,2064,54443,727300
36081012200,2971,45625,519100
36081012301,2910,72000,587800
36081012400,2914,45128,593000
36081012500,1662,54844,667700
36081012601,2413,64514,391100
36081012602,2578,57634,522300
36081012800,2030,60650,548600
36081013000,1745,92426,586500
36081013200,1772,63885,625800
36081013400,5474,61899,248700
36081013500,1411,63000,651900
36081013600,1972,51528,236600
36081013700,1579,86667,748800
36081013800,3604,65469,320000
36081014000,3705,68657,515400
36081014100,1621,53309,747500
36081014201,4348,44702,496600
36081014202,2838,53816,516300
36081014300,4065,55426,803200
36081014400,2109,56136,663300
36081014500,2246,55729,599200
36081014700,3054,56167,786400
36081014800,2265,56941,592900
36081014900,2674,58333,531300
36081015000,2458,68173,466700
36081015100,2794,66757,634500
36081015200,2721,53382,448900
36081015300,2145,71313,662000
36081015400,2333,72788,484100
36081015500,2251,76071,777800
36081015600,3218,72153,491900
36081015700,1543,40281,0
36081015801,3737,46762,393000
36081015802,4398,46437,490200
36081015900,4136,41500,632100
36081016100,2377,48830,689900
36081016300,4382,36791,686100
36081016400,3313,55956,445400
36081016600,3278,49933,496600
36081016800,2684,53661,466100
36081016900,5539,66458,574200
36081017000,2600,63523,515600
36081017100,8,0,0
36081017200,2101,68036,404900
36081017400,2244,81012,425600
36081017600,2143,61121,424200
36081017800,1925,51202,424200
36081017900,1054,35281,468000
36081018000,1090,50250,463600
36081018101,4090,32966,395500
36081018102,3928,61484,301500
36081018200,2267,47218,375000
36081018300,6031,62095,486500
36081018401,2054,39615,438300
36081018402,2223,77885,378400
36081018501,3611,56536,208300
36081018502,3633,61250,288100
36081018600,1623,53393,362600
36081018700,3088,70240,653600
36081018800,1236,87446,448500
36081018900,3492,52269,614600
36081019000,1969,70069,346100
36081019200,1914,72875,357200
36081019400,2628,68295,430100
36081019600,2643,55522,437700
36081019800,2930,39375,472500
36081019900,1028,51379,363600
36081020200,1387,53631,362800
36081020400,2098,45405,477800
36081020500,1202,81910,460800
36081020600,1712,53125,566700
36081020800,2539,54112,479600
36081021200,2754,47118,481900
36081021400,6194,52750,444400
36081021600,4016,77300,239500
36081021900,7,0,0
36081022001,6074,55262,227800
36081022002,5569,69667,216000
36081022900,27,0,0
36081023000,1795,66932,609000
36081023200,5090,73545,546000
36081023500,8278,44137,644000
36081023600,2638,41042,605100
36081023800,5101,41442,594200
36081024000,5464,42330,378100
36081024300,5440,57206,604400
36081024500,4942,34734,34100
36081024600,0,0,0
36081024700,1509,75385,588400
36081024900,5546,63952,377800
36081025100,5720,55121,241300
36081025301,4591,64107,425800
36081025302,2876,50667,288800
36081025400,8207,32112,395800
36081025500,1507,71167,248900
36081025700,1542,71199,436000
36081025800,1978,61250,318600
36081025900,3516,47355,275600
36081026000,2339,41406,364500
36081026100,7414,45990,565700
36081026200,1465,42283,383300
36081026300,6220,49623,409200
36081026400,2257,50645,379800
36081026500,4494,50081,398900
36081026600,1755,58558,463500
36081026700,6002,53438,383800
36081026901,5304,42110,476400
36081026902,4444,46054,360500
36081027000,1647,69063,357600
36081027100,8726,36588,155900
36081027200,1846,45260,341500
36081027300,8631,46267,223200
36081027400,1735,66724,409900
36081027500,6887,48831,201100
36081027600,1165,60536,502600
36081027700,8757,44750,207100
36081027800,2256,39750,386500
36081027900,6317,52756,231100
36081028000,1551,73214,373700
36081028100,5722,61857,268200
36081028200,1545,75798,327600
36081028300,7415,35593,229700
36081028400,3438,68682,373400
36081028500,4729,76890,350000
36081028700,6232,45972,284700
36081028800,4230,72679,423800
36081028900,5176,57161,461300
36081029100,7039,50905,330400
36081029300,1351,66146,557700
36081029400,6664,68147,445200
36081029500,3670,67713,195700
36081029700,2162,63676,574100
36081029900,0,0,0
36081030600,4213,64491,419100
36081030902,7992,50391,598400
36081030903,6743,62500,627700
36081030904,3712,55292,611800
36081031700,6151,59323,365000
36081032000,4645,81406,403700
36081032700,4255,53966,767900
36081032800,2409,76346,433200
36081032900,4018,62483,540600
36081033000,6170,72083,424700
36081033100,0,0,0
36081033401,3128,69716,424000
36081033402,12575,53288,147900
36081033700,3619,38068,616500
36081033900,3400,61422,224300
36081034700,3268,60826,551300
36081035100,4240,61033,234900
36081035200,2414,67313,394900
36081035300,2690,58254,524300
36081035700,4947,56023,542500
36081035800,3927,72449,447400
36081036100,2426,37049,432800
36081036300,2397,50658,395100
36081036500,3885,60114,686100
36081036600,2592,65747,372800
36081036700,2676,59199,510600
36081036800,2362,63854,379300
36081037100,1597,58750,550200
36081037300,2532,70179,549600
36081037500,3783,45259,627500
36081037600,5598,74906,415500
36081037700,4227,34213,614800
36081037900,6214,39674,600200
36081038100,6808,38714,324700
36081038301,0,0,0
36081038302,56,97500,0
36081038400,2333,73841,433800
36081039400,2814,67192,409200
36081039800,1657,82396,443300
36081039900,4132,50761,590800
36081040000,1267,58594,462900
36081040100,7527,42637,654400
36081040200,1368,94583,447400
36081040300,6777,45444,647200
36081040400,3918,63241,388100
36081040500,3303,46905,787700
36081040700,8304,39271,563000
36081040900,5094,29412,572400
36081041100,3947,34496,567600
36081041300,4464,46559,572100
36081041400,4033,43622,401100
36081041500,4278,37117,615700
36081042400,2161,90769,533000
36081042600,512,0,0
36081042700,4604,50139,526200
36081043200,1166,76791,470100
36081043400,1956,55257,381200
36081043701,3381,41334,442400
36081043702,6476,46538,280200
36081043900,4790,43789,574700
36081044000,3669,53424,354200
36081044301,4033,41588,638000
36081044302,5223,40000,478800
36081044400,3236,36587,426700
36081044601,3367,60060,131000
36081044602,4596,41311,365000
36081044800,2571,61250,611200
36081045000,1943,55625,596600
36081045200,1153,66250,734000
36081045400,4773,55134,504500
36081045500,12330,52891,0
36081045600,1338,80250,616200
36081045700,3355,50469,624500
36081045800,2016,73594,879900
36081045900,3975,55821,655100
36081046000,6006,35108,297600
36081046100,3089,44712,764100
36081046200,7296,42576,427500
36081046300,4284,40833,453700
36081046400,1643,69485,466700
36081046500,4247,54795,802600
36081046600,3058,86182,179400
36081046700,7112,40884,502300
36081046800,3829,52712,444300
36081046900,8570,36762,452600
36081047000,3247,61150,432900
36081047100,4425,28220,611100
36081047200,3760,69615,744100
36081047300,3997,57041,294800
36081047500,4835,45227,436400
36081047600,1326,131074,661600
36081047800,5294,70299,185700
36081047900,5456,64955,586300
36081048000,2506,67692,517000
36081048100,6781,42083,392000
36081048200,1452,92981,604500
36081048300,4047,47203,671500
36081048400,4979,69471,445800
36081048500,4598,44722,417800
36081048900,1486,41010,486000
36081049200,4750,53447,463600
36081049301,2134,80281,519200
36081049302,2811,58000,482900
36081049500,1358,76250,662600
36081049600,3030,80947,414900
36081049700,3021,61131,613900
36081049900,5071,49006,639200
36081050000,4323,54620,467600
36081050201,1410,93839,450000
36081050202,1344,77321,478100
36081050400,1831,90217,461000
36081050500,1657,96905,626200
36081050600,1553,63981,444400
36081050700,3442,80250,581500
36081050800,1837,57125,478200
36081051000,1540,77163,387900
36081051100,2097,56726,566200
36081051200,2619,85823,445700
36081051300,2367,61250,581900
36081051500,2852,62321,369600
36081051600,1866,86159,423700
36081051700,1957,62433,560800
36081051800,1931,80074,381300
36081052000,1521,101488,419700
36081052100,1983,82270,499600
36081052200,1532,92333,440600
36081052400,1739,80278,413100
36081052500,2063,73098,607100
36081052600,1802,74075,409500
36081052800,1442,39706,445000
36081053000,2240,85272,420900
36081053100,3114,61563,594600
36081053200,1675,98056,399300
36081053401,1907,79803,408100
36081053500,1123,33333,535100
36081053601,1577,86835,405900
36081053800,1755,80605,440300
36081053900,4147,56797,527600
36081054000,4222,51094,429200
36081054200,5074,78649,446400
36081054500,3722,39224,572100
36081054700,4643,42179,475500
36081054800,2319,89250,456900
36081054900,5308,42722,572300
36081055100,4573,38259,618400
36081055200,3064,70987,445300
36081055300,2454,29080,471400
36081055400,2303,90428,409300
36081055500,2147,63458,454300
36081055600,2153,71571,446800
36081055700,3915,42254,569800
36081055800,1732,81429,453500
36081055900,1217,33125,343800
36081056000,1647,77019,486800
36081056100,73,0,0
36081056200,1517,72685,446200
36081056400,1783,69850,511300
36081056500,1567,45227,471400
36081056600,1487,88021,496500
36081056700,4574,58399,530300
36081056800,4550,63846,427500
36081057700,3625,46208,551400
36081057900,1592,31875,490200
36081058000,3641,87138,441000
36081058100,2662,51818,552300
36081058200,4490,62402,423100
36081058300,3254,69107,621300
36081058500,4062,51333,609000
36081058700,3296,47202,533700
36081058900,4196,43188,591400
36081059000,1074,73684,439800
36081059100,5826,51098,584300
36081059200,1280,86971,449100
36081059300,3881,58924,587000
36081059400,1537,100000,410400
36081059500,4700,60270,530900
36081059600,1304,88618,380700
36081059800,1643,77639,385500
36081059900,1525,83281,529200
36081060000,1056,72738,354000
36081060100,2111,57174,405600
36081060300,1706,51528,617500
36081060600,1381,80435,433100
36081060701,25,0,0
36081060800,1413,93125,461100
36081061000,1268,86481,458000
36081061200,1597,107454,438900
36081061301,5295,64196,614300
36081061302,19,0,0
36081061400,1234,109375,449100
36081061601,2180,98062,427700
36081061602,1152,87727,436000
36081061800,1583,79323,262500
36081061900,2783,78295,590100
36081062000,1440,91484,444800
36081062100,2746,61351,560500
36081062200,1983,86250,434500
36081062300,1789,67460,574200
36081062400,1,0,0
36081062500,2388,80363,584400
36081062600,2620,85156,390900
36081062700,2879,57750,475400
36081062900,2782,54788,486900
36081063000,1579,86250,372900
36081063200,2134,95958,417200
36081063301,1416,71042,498500
36081063302,1476,85769,488500
36081063500,2513,75469,575100
36081063700,3148,71920,553700
36081063800,3425,82984,425500
36081063900,2747,81111,517300
36081064101,1960,78750,202400
36081064102,113,145125,213800
36081064500,1979,88929,613900
36081064600,2829,74779,450900
36081065000,2650,113419,440600
36081065400,2788,85652,460700
36081065501,0,0,0
36081065600,4853,87098,455900
36081065702,1675,98056,585700
36081065703,2597,68175,552400
36081065900,1666,79704,493900
36081066000,3233,86990,483300
36081066100,1495,91188,563200
36081066300,2601,72375,561700
36081066400,9612,79103,454100
36081066501,3275,75120,628000
36081066701,2575,79412,591900
36081066900,1706,59722,622700
36081067100,2100,64145,545900
36081067700,1786,91379,623600
36081067900,4094,66680,574000
36081068000,4708,90192,455200
36081068200,1102,108382,433200
36081068300,4210,55538,203200
36081068700,4630,75156,476900
36081069000,3252,93419,452800
36081069300,2883,56534,307900
36081069400,3314,97955,529400
36081069500,2128,84063,636200
36081069701,3616,55982,280700
36081069702,3911,80036,650300
36081070300,2010,73318,573800
36081070700,2303,105625,595800
36081070900,2483,123375,588800
36081071100,5272,105175,275000
36081071303,4973,81446,244200
36081071304,6136,67029,243100
36081071305,4871,90208,330000
36081071306,5811,63109,278000
36081071600,0,0,0
36081071701,5161,69701,248800
36081071702,3921,71071,256300
36081071900,2630,65000,541900
36081072100,4963,69688,245400
36081072300,2127,153523,936400
36081072900,1363,103164,607300
36081073100,1515,112113,658600
36081073700,2042,101961,526100
36081073900,5028,109514,292500
36081074100,3015,71618,307200
36081074300,4221,53750,296100
36081074500,3571,47100,571200
36081074700,3386,78750,258300
36081074900,1453,111083,1000001
36081075701,4678,87957,278700
36081075702,4481,101563,355100
36081076901,4056,117421,292400
36081076902,1371,102500,361700
36081077300,2234,88333,199100
36081077500,2273,63375,825500
36081077902,5263,81042,556100
36081077903,2972,62083,232300
36081077904,6155,62500,254300
36081077905,2455,85455,245800
36081077906,3633,73125,220200
36081077907,3193,53647,555400
36081077908,3755,42471,446400
36081078800,1818,93690,337900
36081079000,2549,64405,429100
36081079200,2280,69268,415100
36081079300,1,0,0
36081079701,7055,52885,274500
36081079702,4502,34441,309100
36081079900,3425,70040,642600
36081080301,4382,49861,632500
36081080302,3504,80720,503700
36081080900,6850,78087,224800
36081081400,3543,60121,436800
36081081800,3478,67933,485700
36081083700,5388,50903,497700
36081083800,4970,65142,542500
36081084000,6478,62786,461600
36081084500,5318,47553,562500
36081084601,2730,81042,616200
36081084602,1053,62652,617100
36081084900,7642,36558,451700
36081085300,5764,29019,286600
36081085500,6649,51690,221500
36081085700,5953,36116,338800
36081085900,5873,40339,230000
36081086100,2370,58750,414600
36081086300,7277,36832,226700
36081086400,2634,62279,454400
36081086500,4514,28594,337500
36081086900,2131,64000,359900
36081087100,1752,27788,83100
36081088400,7337,82625,550300
36081088901,10266,52924,225800
36081089200,7430,99183,658600
36081090700,1355,56786,508000
36081091601,4079,96667,519600
36081091602,0,0,0
36081091800,17,0,0
36081091900,5766,69477,501500
36081092200,2206,135231,834600
36081092500,3681,54970,605400
36081092800,3246,128125,829500
36081092900,6496,81394,540100
36081093401,3789,103444,653500
36081093402,3657,112969,608400
36081093800,5218,56105,213300
36081093900,4400,88770,551200
36081094201,3380,51452,604100
36081094202,4700,36250,368800
36081094203,5369,59425,22700
36081094500,3971,97803,766800
36081094700,2577,73750,577000
36081095400,5368,55980,376700
36081096400,4441,66712,390600
36081097202,2795,16250,0
36081097203,6865,27479,441200
36081097204,3544,40861,228000
36081097300,2016,101000,740200
36081098100,2249,90625,765900
36081098700,2444,93818,670700
36081099100,6507,91864,397900
36081099200,3803,51540,426500
36081099701,2670,83514,374300
36081099703,3892,108071,483300
36081099704,6868,84643,323000
36081099705,2632,97023,603100
36081099801,7608,53801,414700
36081099802,5283,48042,425900
36081099900,0,0,0
36081100801,2327,75731,453100
36081100802,8106,56955,502200
36081101001,9943,37465,447600
36081101002,4138,69338,635400
36081101700,5689,81467,372000
36081102900,3319,81420,632700
36081103201,6456,30750,432100
36081103202,6197,62222,622100
36081103300,4116,90472,623700
36081103900,6151,84570,659700
36081104700,7314,83676,553600
36081105900,3556,76042,659100
36081107201,2443,84483,453700
36081107202,0,0,0
36081108500,2613,110238,648900
36081109300,3034,96900,767100
36081109700,1887,80464,682400
36081109900,3277,74659,503600
36081111300,2559,129087,766300
36081112300,2102,77625,690900
36081112900,2242,80924,676900
36081113300,1537,106528,561200
36081113900,3322,90000,494200
36081114100,2406,111731,658400
36081114700,1673,110050,717100
36081115100,1116,99886,696000
