AREAKEY,TRCTPOP9,MDFAMY9,MDVALHS9,TRCTPOP0,MDFAMY0,MDVALHS0,TRCTPOP1,MDFAMY1A,MDVALHS1A
36061020300,2652,46771,0,3324,50583,0,3633,42115,1000001
36061020500,6567,62872,0,5180,110411,0,5322,157250,706800
36061020600,1945,15880,17500,2356,32981,240600,2942,38000,513400
36061020701,2984,43708,162500,2448,49653,0,3329,65338,897700
36061020800,2909,20655,114400,4009,33362,404500,4591,44911,904800
36061020901,3306,19145,0,3521,18029,225000,3673,26504,116900
36061021000,7329,18879,0,6998,26611,0,6637,42196,229200
36061021100,9341,29199,137430,10574,34754,0,10330,62046,473400
36061021200,4071,21970,0,4156,33810,0,4412,70643,622600
36061021303,4265,14011,0,4861,27376,0,5619,52135,193800
36061021400,3564,26642,0,3198,40463,0,3001,47321,0
36061021500,2986,19592,0,2922,21745,0,3068,34076,272700
36061021600,7604,15868,0,7949,29468,0,7556,44559,662900
36061021703,1368,24175,86533,1501,27862,196665,6,0,0
36061021800,4258,11014,0,5018,28191,0,6617,44056,669200
36061021900,5240,18191,4210,6595,20821,0,6023,20793,114800
36061022000,4065,15577,254000,5068,29648,475000,5370,46106,719300
36061022102,1408,21985,187500,2163,33534,183700,2175,67829,595000
36061022200,1920,16528,42500,2329,24451,625000,2644,35353,847200
36061022301,8711,16069,0,8413,24841,0,7917,29343,357600
36061022302,3676,22421,0,3999,25232,0,3385,19972,0
36061022400,5872,14983,126100,6211,17026,625000,6427,23885,350000
36061022500,11062,21603,212323,10977,31926,0,10149,34835,133900
36061022600,3337,16316,90000,3736,16949,187500,3778,40774,1000001
36061022700,4222,22539,324658,4748,33864,516050,4864,49231,1000001
36061022800,4546,20082,154200,4636,29609,186300,5248,42385,707900
36061022900,8452,19837,70243,8846,23912,349717,8300,36446,169100
36061023000,7450,14419,363000,7965,22242,457100,8106,31947,1000001
36061023100,4895,20026,85900,4991,27880,387500,5865,39961,740400
36061023200,6457,11385,0,8344,20520,0,7980,28103,240500
36061023300,5691,25505,15393,6171,25929,315114,6527,30772,1000001
36061023400,3635,16538,0,3455,24250,0,4465,39493,415000
36061023501,6798,21471,247328,7104,26099,294109,6004,39153,242300
36061023502,1297,8058,0,2063,21250,0,1819,37962,0
36061023600,6334,31588,0,5688,29097,0,6404,42717,282300
36061023700,6749,25430,87373,7144,24136,151379,6811,34649,119100
36061023801,2239,54930,0,2555,60473,0,9723,80909,222900
36061023802,1527,54930,0,1741,60473,0,1938,166042,0
36061023900,1947,26437,37500,2685,21702,0,2371,35606,196400
36061024000,1361,0,0,978,0,0,1648,0,0
36061024100,7675,28013,157426,8386,31866,1395,7642,54597,399400
36061024200,3138,13042,0,3003,17404,0,3396,34559,0
36061024301,3730,19007,151100,4296,23036,52500,3946,36122,1000001
36061024302,5532,19280,0,5406,12681,0,7370,22695,1000001
36061024500,15205,17680,0,15838,25490,0,14934,33574,254500
36061024700,7418,24780,0,7765,31426,623658,7074,35227,481900
36061024900,1396,16458,0,1169,17500,0,1101,48264,56200
36061025100,3691,17292,0,2976,21419,275000,2526,32538,0
36061025300,12841,21290,112500,12753,28550,0,11236,38219,78200
36061025500,6307,30176,0,6900,43829,0,5771,46202,611700
36061025700,3241,22303,162204,2923,19400,411306,3876,55625,722300
36061025900,1868,11208,0,1909,14839,0,3496,46295,581300
36061026100,12599,17801,162500,13080,25532,0,12087,37711,121300
36061026300,8680,20629,0,9811,31959,0,8729,25049,170100
36061026500,7493,25829,0,8014,31672,0,7021,48466,387000
36061026700,1770,15703,0,1945,19729,0,2173,39000,0
36061026900,9960,17263,118300,9931,21916,187500,8428,30042,330000
36061027100,8106,22195,0,8897,32491,0,8196,41935,536000
36061027300,6072,44931,162500,6265,55287,0,6370,115875,441100
36061027500,2823,47034,0,2814,70571,62975,2846,106500,578000
36061027700,7614,17067,0,8112,23640,0,7086,31597,0
36061027900,11175,20678,162500,11764,28220,275000,10292,36948,386800
36061028100,2885,45570,0,2857,54311,0,2867,115923,398200
36061028300,7223,29167,0,8370,29398,0,7627,43902,233700
36061028500,8133,18521,0,8391,21580,0,7216,27181,0
36061028700,3709,23789,0,4158,27813,0,4035,35433,443800
36061029100,12549,16905,0,12413,22610,0,11288,31781,181600
36061029300,9356,17262,0,9522,21181,0,9033,36076,0
36061029500,6693,35943,0,7588,41061,0,6941,49899,357800
36061029700,0,0,0,0,0,0,161,0,0
36061029900,2764,24178,55000,2770,27844,0,3834,28227,137500
36061030300,3801,28750,0,4184,37083,0,3753,39375,368600
36061030700,3377,55837,350000,3633,54185,0,3434,82391,342800
36061030900,7692,22896,169000,7820,26356,185400,8463,35000,359700
36061031100,3228,21132,21956,3184,18414,0,2,0,0
36061031703,3034,92329,498588,4368,135310,0,7709,202743,1000001
36061031704,2531,92228,498156,3646,135263,0,5677,169167,784500
36061031900,13,5071,33965,26,94221,0,11,0,0
36081000100,487,41868,99639,1445,106944,55,4949,146250,450500
36081000200,2320,41902,181200,2949,39891,171200,2829,51836,478400
36081000400,3227,34673,156200,4747,47770,174500,4413,66889,442000
36081000600,2733,38229,157600,3727,45000,160800,3729,43854,455600
36081000700,3632,36145,198556,4121,43286,186668,4790,66848,738100
36081000800,2465,50734,163300,3176,48723,172600,3360,69940,449200
36081001000,2521,40673,151100,3170,51152,180500,3502,59531,491100
36081001200,2877,44375,177600,3797,50000,187100,3871,62115,513700
36081001400,2593,48244,163400,3268,55064,193100,3683,62950,519800
36081001600,1915,40278,154900,2760,54139,163500,2831,46531,447100
36081001800,2392,42409,161600,2723,55909,163900,2931,68171,433000
36081001900,886,25708,72318,955,44505,214391,1076,73214,534300
36081002000,903,47750,167600,1434,71071,169600,1797,55404,425600
36081002200,1851,50988,194700,2307,57500,202600,2077,61406,613300
36081002400,1728,50196,170200,2328,49907,197300,2145,77642,433600
36081002500,8039,13918,0,6417,13797,0,7571,26281,261400
36081002600,1572,48711,181500,1967,48542,250000,2055,90656,590500
36081002800,2287,37255,180300,3164,41213,166800,3033,60567,486300
36081003000,1165,42232,182500,1330,63056,185400,1399,100500,439300
36081003100,1308,27685,218689,1872,34519,171596,1388,33542,653800
36081003200,1155,37104,163400,1501,51087,183400,1504,61417,479600
36081003300,1956,31577,117957,2140,35264,188147,2474,54969,467500
36081003400,1646,41324,158500,2145,41023,170000,2201,59931,447700
36081003600,2418,29574,133100,3362,46483,167800,3295,58125,547000
36081003700,62,781,976,1284,15143,4880,0,2499,0
36081003800,1618,31786,135900,2230,43257,173000,2287,64732,509100
36081003900,1627,28750,183800,1499,36103,0,1592,24594,540100
36081004001,1466,43900,155700,1772,50859,185100,2134,49020,442600
36081004002,1082,46353,164203,1251,33092,180385,1270,60078,520100
36081004200,2707,37524,158200,3740,37132,171300,4120,52681,472000
36081004300,2586,20532,350000,2434,20000,312500,2437,16759,118300
36081004401,2412,40498,167831,3172,37211,189415,3500,52750,567300
36081004500,2215,44614,0,3165,65288,304300,2975,79005,227000
36081004700,4168,28258,255400,4436,29390,239300,3984,41800,644700
36081005000,105,25433,0,104,27411,225000,29,0,0
36081005100,1940,29667,213200,2670,35183,220200,2231,36932,554800
36081005200,1703,33264,159400,2252,34886,210400,2751,54972,557000
36081005300,5070,34534,220200,5966,41591,228000,5340,48149,513300
36081005400,3902,42131,165000,5241,51081,175600,5257,69736,466300
36081005500,1008,19651,94200,1218,40000,167600,1067,49314,944400
36081005700,4211,26106,315000,4904,38813,210300,4321,56696,758000
36081005800,4498,44231,179000,5569,57143,183800,5414,70833,463400
36081005900,4289,31636,167000,4916,49028,299200,4169,63086,658100
36081006100,5677,29674,237500,6749,36434,232100,5644,55797,594900
36081006201,3104,45619,208588,3071,52454,306052,5128,76362,192200
36081006202,8686,45049,205074,8610,52338,302906,6253,58625,461300
36081006300,5923,32535,269100,7029,36004,230000,5949,58176,823200
36081006501,3285,30019,196400,3698,42619,236400,3676,56964,668700
36081006502,4522,30019,196400,5092,42619,236400,3853,72000,722100
36081006900,3864,30921,102500,4508,33533,329800,4611,57756,597100
36081007100,3734,26907,231800,4572,38259,275000,3963,62625,642300
36081007300,4158,40603,320800,4881,46467,331600,4231,72396,380000
36081007500,4260,29148,260300,4518,39205,350000,4116,34264,323500
36081007700,1141,25769,140600,1349,46563,225900,1478,100230,678600
36081007900,2892,30385,17500,3356,40192,242500,3493,46250,486400
36081008100,586,25703,350000,1092,36667,625000,1188,55958,576900
36081008300,2582,36618,275000,3118,37596,270500,2950,47639,672600
36081008500,794,34798,131562,1218,39430,166839,1270,46700,558800
36081008600,2118,42768,173200,2699,52688,176200,2811,68583,464000
36081008700,4999,17924,32300,4510,18957,161499,4582,28444,379400
36081008800,2343,48062,168587,3004,51117,188516,3095,68056,535300
36081009100,1566,32014,252400,2799,44792,219600,2796,62723,645700
36081009400,2316,37382,168388,3081,41997,190692,2834,51182,424200
36081009500,2347,36250,260700,2647,42829,257600,2289,77273,670700
36081009600,2314,36818,162800,3378,39375,178800,3135,55606,447000
36081009700,3390,45481,232100,3619,65515,235900,3580,69208,664500
36081009800,2072,32036,165400,2918,46406,184700,2688,43750,562100
36081009900,63,0,0,0,0,0,3,0,0
36081010000,2668,43264,163198,3475,57074,185299,3571,72731,422900
36081010100,2341,44107,253200,2995,60217,242400,2552,65833,671600
36081010200,2432,38920,167592,2748,48827,181499,2677,57361,452600
36081010300,4140,37026,294400,4847,40243,285500,3934,53679,753900
36081010400,2684,37404,161100,3481,45147,185600,3147,64527,467100
36081010500,4742,23675,212100,4705,29327,226100,4244,35273,622200
36081010600,2698,40896,166000,3482,46932,190600,3427,60469,496700
36081010701,74,39167,187500,140,4792,187500,0,0,0
36081010800,2069,37594,166700,2996,55781,190700,2980,59886,474800
36081011000,2188,41488,171900,3101,47132,174100,3075,46781,459300
36081011100,2634,43981,215800,3145,46389,234200,3050,80000,609400
36081011200,1834,41950,153100,2233,46000,195000,2358,54313,590700
36081011300,4397,37727,252600,5256,38950,260500,4234,54189,574700
36081011400,887,33750,125000,1160,33462,193100,1330,40938,458500
36081011500,2628,32326,233000,2824,36570,202600,2325,54243,590600
36081011600,1404,35288,163900,2086,43438,180700,2178,39318,474700
36081011700,3670,38482,198900,4147,51425,210700,3848,62679,649300
36081011800,1866,44524,185200,2370,38487,181400,2628,51591,487800
36081011900,1752,36316,152800,1915,42841,160400,1701,41414,580100
36081012000,1731,43000,149300,2599,53295,174100,2487,65677,562500
36081012100,2103,37986,269400,2571,58724,277900,2064,54443,727300
36081012200,2314,41795,170600,3100,37829,195100,2971,45625,519100
36081012301,2547,42525,224457,3191,50935,224656,2910,72000,587800
36081012400,2172,36406,164000,3046,45110,195200,2914,45128,593000
36081012500,1910,35337,222459,2185,58684,250904,1662,54844,667700
36081012601,1836,41422,154800,2448,46250,176300,2413,64514,391100
36081012602,1782,42045,152600,2515,51339,174500,2578,57634,522300
36081012800,1701,47072,183000,2080,58750,231900,2030,60650,548600
36081013000,1212,40677,197300,1734,39914,261100,1745,92426,586500
36081013200,1450,37846,243700,1721,44489,276200,1772,63885,625800
36081013400,5236,40589,237500,5522,41538,271300,5474,61899,248700
36081013500,1462,47554,236300,1731,57500,255200,1411,63000,651900
36081013600,1606,46042,214600,2315,58906,345000,1972,51528,236600
36081013700,1209,39091,172900,1373,57813,199500,1579,86667,748800
36081013800,3705,44196,171400,3596,46932,223500,3604,65469,320000
36081014000,3480,37301,157936,4153,45792,228985,3705,68657,515400
36081014100,1570,31250,260900,2010,32356,304300,1621,53309,747500
36081014201,3929,30504,183800,4374,33289,191300,4348,44702,496600
36081014202,2308,37917,158600,2874,36964,188100,2838,53816,516300
36081014300,3957,32140,252800,4509,39271,227100,4065,55426,803200
36081014400,1444,44821,173300,2044,43889,259500,2109,56136,663300
36081014500,2234,38937,174000,2204,48167,239700,2246,55729,599200
36081014700,2857,30755,226800,3219,54310,363300,3054,56167,786400
36081014800,1747,32417,141300,2272,36667,176000,2265,56941,592900
36081014900,2571,36563,175000,3186,41818,119200,2674,58333,531300
36081015000,2257,42292,154900,2633,37930,173200,2458,68173,466700
36081015100,2871,25642,186200,3033,47770,190000,2794,66757,634500
36081015200,1885,37125,153700,2484,46471,175100,2721,53382,448900
36081015300,2406,41461,204500,2511,42072,69000,2145,71313,662000
36081015400,1911,35352,163800,2423,43500,184600,2333,72788,484100
36081015500,2158,35458,251500,2614,41250,239300,2251,76071,777800
36081015600,2629,43295,147300,3578,39200,185500,3218,72153,491900
36081015700,1393,18860,0,1486,31513,162500,1543,40281,0
36081015801,3789,38924,151500,4397,40776,184100,3737,46762,393000
36081015802,3491,38924,151500,4051,40776,184100,4398,46437,490200
36081015900,4320,34034,33600,4754,36773,264800,4136,41500,632100
36081016100,2274,29153,193196,3040,42388,287950,2377,48830,689900
36081016300,5175,25271,216001,4470,28076,228109,4382,36791,686100
36081016400,2687,43000,153500,3607,55565,174600,3313,55956,445400
36081016600,3003,43281,159900,3723,45982,178400,3278,49933,496600
36081016800,2182,39695,143000,2827,45757,168500,2684,53661,466100
36081016900,5114,39506,200400,5579,48632,246800,5539,66458,574200
36081017000,1977,46107,140701,2196,50660,162208,2600,63523,515600
36081017100,247,0,0,0,0,0,8,0,0
36081017200,1973,37428,141956,2133,43041,177950,2101,68036,404900
36081017400,1753,44583,123200,2047,57778,162000,2244,81012,425600
36081017600,2016,38255,125231,2116,42873,168963,2143,61121,424200
36081017800,1958,37730,142367,1967,51374,158629,1925,51202,424200
36081017900,1212,31786,153100,1147,28500,241700,1054,35281,468000
36081018000,803,35132,141200,954,57250,158400,1090,50250,463600
36081018101,3950,29032,0,4497,40183,55000,4090,32966,395500
36081018102,3881,29032,0,4418,40183,55000,3928,61484,301500
36081018200,2115,41198,113572,2220,39112,151445,2267,47218,375000
36081018300,5982,39286,212700,6754,51234,244400,6031,62095,486500
36081018401,2186,29511,123800,2516,30000,142400,2054,39615,438300
36081018402,1966,38819,116300,2203,60357,159900,2223,77885,378400
36081018501,3433,34968,89600,3867,40435,214700,3611,56536,208300
36081018502,3429,34968,89600,3862,40435,214700,3633,61250,288100
36081018600,1642,45321,107346,1802,51256,149430,1623,53393,362600
36081018700,2737,38125,224500,3138,46603,216100,3088,70240,653600
36081018800,1394,44507,132891,1434,50417,143079,1236,87446,448500
36081018900,3088,32091,195800,3547,37447,224500,3492,52269,614600
36081019000,1737,43571,111000,2288,37550,139200,1969,70069,346100
36081019200,2016,44174,112685,2104,52892,144984,1914,72875,357200
36081019400,2540,37070,122536,2910,54759,146650,2628,68295,430100
36081019600,2309,32170,118900,2604,45517,169400,2643,55522,437700
36081019800,2201,39231,139500,2994,27059,141400,2930,39375,472500
36081019900,1471,15677,128944,1317,19571,219757,1028,51379,363600
36081020200,1476,30920,106412,1712,48742,148702,1387,53631,362800
36081020400,1687,31835,115457,1936,35768,158903,2098,45405,477800
36081020500,1048,41621,208554,1248,42307,185638,1202,81910,460800
36081020600,1726,30081,145427,1912,38085,175723,1712,53125,566700
36081020800,2243,39413,176025,2574,40718,170651,2539,54112,479600
36081021200,2055,31936,154868,2837,27591,187805,2754,47118,481900
36081021400,5973,40019,143360,6146,45383,180956,6194,52750,444400
36081021600,3889,39612,153693,4969,46048,200171,4016,77300,239500
36081021900,64,38391,208959,70,67715,186496,7,0,0
36081022001,5692,48156,229845,6158,47807,274164,6074,55262,227800
36081022002,4238,47227,191449,4972,51834,220873,5569,69667,216000
36081022900,8,39757,210936,9,72289,184500,27,0,0
36081023000,1501,41923,211900,1734,52008,206600,1795,66932,609000
36081023200,4872,40028,200542,5019,47718,226400,5090,73545,546000
36081023500,7480,27185,165038,8450,36947,217728,8278,44137,644000
36081023600,2552,35389,230000,2817,46932,251700,2638,41042,605100
36081023800,4798,26135,165700,5272,29929,187500,5101,41442,594200
36081024000,5377,25417,140000,5748,31875,197700,5464,42330,378100
36081024300,4349,46843,217675,5325,43397,233013,5440,57206,604400
36081024500,3926,43071,210930,4608,48211,201959,4942,34734,34100
36081024600,337,30306,112169,238,26234,131725,0,0,0
36081024700,1128,28958,275000,1442,35000,267600,1509,75385,588400
36081024900,4134,34142,208900,5095,45877,206300,5546,63952,377800
36081025100,4936,40451,220000,5501,41563,224200,5720,55121,241300
36081025301,3840,30110,162500,4350,35518,189300,4591,64107,425800
36081025302,3076,30110,162500,3485,35518,189300,2876,50667,288800
36081025400,5427,18193,107552,6853,29640,153253,8207,32112,395800
36081025500,1811,50436,187500,1808,49353,222400,1507,71167,248900
36081025700,1349,30833,218100,1577,40284,216900,1542,71199,436000
36081025800,1230,30347,107000,1639,34808,141700,1978,61250,318600
36081025900,2723,33224,246900,3362,37308,295000,3516,47355,275600
36081026000,1755,24922,98500,1639,20625,142800,2339,41406,364500
36081026100,6619,30670,212100,7233,37064,259700,7414,45990,565700
36081026200,1071,28929,116900,1176,58214,151500,1465,42283,383300
36081026300,4842,33883,194100,5997,36837,219100,6220,49623,409200
36081026400,1326,41000,111700,2177,47337,159100,2257,50645,379800
36081026500,3714,27789,211477,4540,36607,219400,4494,50081,398900
36081026600,1765,25139,104300,1771,30515,151800,1755,58558,463500
36081026700,5549,30884,258300,6415,36021,144700,6002,53438,383800
36081026901,4711,29542,257400,6243,35443,228300,5304,42110,476400
36081026902,3222,29542,257400,4270,35443,228300,4444,46054,360500
36081027000,1369,32802,99600,1555,52143,150300,1647,69063,357600
36081027100,7460,29500,119600,8911,35283,209500,8726,36588,155900
36081027200,1591,34542,120200,2097,40655,133500,1846,45260,341500
36081027300,7690,25680,242300,9459,34631,231800,8631,46267,223200
36081027400,1684,33554,124400,1841,40588,143800,1735,66724,409900
36081027500,5582,36905,214600,7115,41056,215000,6887,48831,201100
36081027600,844,34286,88400,1179,32941,160300,1165,60536,502600
36081027700,7315,25797,195800,9360,38013,165300,8757,44750,207100
36081027800,2264,30235,138924,2277,29935,142439,2256,39750,386500
36081027900,5260,35609,292200,6763,46195,264400,6317,52756,231100
36081028000,1285,31250,123000,1733,47885,156600,1551,73214,373700
36081028100,4960,35686,285600,6120,50614,292400,5722,61857,268200
36081028200,1372,36760,120800,1267,54323,149200,1545,75798,327600
36081028300,6292,38278,162500,8241,37205,305600,7415,35593,229700
36081028400,2385,35814,123713,3281,53185,148318,3438,68682,373400
36081028500,4479,46050,206000,4979,51321,141300,4729,76890,350000
36081028700,5768,41343,275000,6545,42178,625000,6232,45972,284700
36081028800,3569,31351,113200,4366,46890,150100,4230,72679,423800
36081028900,4061,40603,247200,5484,49541,248600,5176,57161,461300
36081029100,5089,38042,225400,7053,36250,242800,7039,50905,330400
36081029300,1066,45852,192052,1375,38530,187912,1351,66146,557700
36081029400,5832,41674,132397,6133,52740,167746,6664,68147,445200
36081029500,3291,38984,216100,3906,49485,208100,3670,67713,195700
36081029700,1741,43756,205238,1946,44333,217659,2162,63676,574100
36081029900,211,0,0,0,0,0,0,0,0
36081030600,3305,38180,123856,4145,54343,168266,4213,64491,419100
36081030902,6523,42459,230500,7870,46489,265300,7992,50391,598400
36081030903,3758,45723,245000,5094,53542,244400,6743,62500,627700
36081030904,4281,45638,243713,5736,53655,243107,3712,55292,611800
36081031700,5366,43958,224200,5854,55875,223500,6151,59323,365000
36081032000,3250,48300,139200,4585,47917,166000,4645,81406,403700
36081032700,2864,36466,213500,4110,38090,225400,4255,53966,767900
36081032800,1920,51093,161800,2330,60134,186500,2409,76346,433200
36081032900,2506,47438,220805,4070,52335,212295,4018,62483,540600
36081033000,5110,43244,143000,6157,53100,168300,6170,72083,424700
36081033100,64,64326,37500,114,60917,385700,0,0,0
36081033401,2207,37337,147000,2464,49286,172000,3128,69716,424000
36081033402,13245,38409,139700,13194,47275,172800,12575,53288,147900
36081033700,2454,41087,202100,3860,31625,210200,3619,38068,616500
36081033900,2735,35000,229300,3703,45511,224900,3400,61422,224300
36081034700,2750,29858,226200,3378,40469,206900,3268,60826,551300
36081035100,3502,33935,207200,4288,39738,189100,4240,61033,234900
36081035200,2340,46042,149400,2620,57273,166700,2414,67313,394900
36081035300,2140,44300,167100,2612,32446,179000,2690,58254,524300
36081035700,3228,42130,141588,4127,49356,182097,4947,56023,542500
36081035800,3650,50747,159300,4059,55132,178900,3927,72449,447400
36081036100,1790,30673,176500,2362,39457,179900,2426,37049,432800
36081036300,1490,25245,176600,2063,45625,173900,2397,50658,395100
36081036500,2411,31143,91400,3184,32969,199600,3885,60114,686100
36081036600,2343,45521,140900,2711,54048,159800,2592,65747,372800
36081036700,1929,32214,175800,2749,52083,185200,2676,59199,510600
36081036800,2073,48083,157000,2498,58017,170400,2362,63854,379300
36081037100,1012,48491,186278,1424,56039,203465,1597,58750,550200
36081037300,1505,36221,144736,2153,33462,240441,2532,70179,549600
36081037500,2875,22315,164700,4073,36410,236100,3783,45259,627500
36081037600,5419,48103,145500,5975,51354,167500,5598,74906,415500
36081037700,2471,29453,67500,3579,26667,201100,4227,34213,614800
36081037900,2929,28852,98300,4631,29205,168100,6214,39674,600200
36081038100,4011,30845,177268,5306,35081,217101,6808,38714,324700
36081038301,25,64326,37500,201,60917,385700,0,0,0
36081038302,223,64326,37500,1732,60917,385700,56,97500,0
36081038400,2244,43468,137800,2616,62008,162300,2333,73841,433800
36081039400,2657,40444,136300,2857,56289,169400,2814,67192,409200
36081039800,1500,40969,153600,1909,65764,180800,1657,82396,443300
36081039900,2722,20863,220411,3552,34322,225603,4132,50761,590800
36081040000,1280,41792,153900,1314,57708,197500,1267,58594,462900
36081040100,5019,24571,210400,6622,34714,246200,7527,42637,654400
36081040200,1367,41250,154800,1589,53026,171600,1368,94583,447400
36081040300,4063,28700,192600,6412,28897,214300,6777,45444,647200
36081040400,3764,35793,132000,3862,44444,161200,3918,63241,388100
36081040500,2411,24696,137500,3400,33523,203100,3303,46905,787700
36081040700,5861,23701,152400,7904,33659,259800,8304,39271,563000
36081040900,3592,27917,197300,5198,37500,230400,5094,29412,572400
36081041100,2875,25820,203800,3576,37260,204300,3947,34496,567600
36081041300,2894,32371,210200,3536,37824,203300,4464,46559,572100
36081041400,3586,37599,135600,3637,40594,166300,4033,43622,401100
36081041500,2479,24878,233300,3604,38571,268800,4278,37117,615700
36081042400,2230,45800,171096,2481,74552,205859,2161,90769,533000
36081042600,559,0,0,471,0,0,512,0,0
36081042700,3102,30893,146600,3809,39924,200000,4604,50139,526200
36081043200,873,53127,156300,1129,66500,184000,1166,76791,470100
36081043400,1611,44112,143000,1629,49531,162800,1956,55257,381200
36081043701,3787,28535,197967,4113,33951,211090,3381,41334,442400
36081043702,5211,28638,199081,5651,33995,211819,6476,46538,280200
36081043900,3060,26915,225000,3663,35915,207600,4790,43789,574700
36081044000,3501,27229,122709,3473,40417,152914,3669,53424,354200
36081044301,1941,30185,196400,2703,39356,194800,4033,41588,638000
36081044302,4053,30185,196400,5644,39356,194800,5223,40000,478800
36081044400,2319,29229,142352,2391,45316,170247,3236,36587,426700
36081044601,2682,26637,162500,2591,35595,230400,3367,60060,131000
36081044602,4871,22679,191100,3837,32484,311500,4596,41311,365000
36081044800,2123,46250,206700,2513,49167,248100,2571,61250,611200
36081045000,1499,42784,196000,1891,51957,197000,1943,55625,596600
36081045200,1001,52545,198417,1184,50137,242728,1153,66250,734000
36081045400,3325,46574,261071,4240,47907,231005,4773,55134,504500
36081045500,12125,35564,0,12577,41142,162500,12330,52891,0
36081045600,759,46477,233300,1120,60625,270100,1338,80250,616200
36081045700,2629,41023,214600,3330,47663,223800,3355,50469,624500
36081045800,1840,50395,279200,1672,49125,298300,2016,73594,879900
36081045900,2820,36750,192900,4108,43079,222800,3975,55821,655100
36081046000,5578,27149,163800,5718,29595,204300,6006,35108,297600
36081046100,2305,32083,163300,2758,37250,194800,3089,44712,764100
36081046200,6235,35284,158800,6576,39531,226100,7296,42576,427500
36081046300,3473,31612,227000,4021,36382,224000,4284,40833,453700
36081046400,1228,69571,326466,1325,76419,413300,1643,69485,466700
36081046500,2702,30000,241200,4398,41181,267200,4247,54795,802600
36081046600,2458,55226,336563,2848,62367,382551,3058,86182,179400
36081046700,5802,31054,230900,7108,33026,243200,7112,40884,502300
36081046800,3247,38454,170900,4064,38208,177800,3829,52712,444300
36081046900,7639,30776,216300,9282,36743,210000,8570,36762,452600
36081047000,3349,45018,155100,3824,46648,174000,3247,61150,432900
36081047100,3501,32645,198800,4001,31489,220800,4425,28220,611100
36081047200,3424,53613,331200,3828,65903,357300,3760,69615,744100
36081047300,3662,36318,228600,3830,42143,226900,3997,57041,294800
36081047500,3716,32985,221594,4534,42761,235362,4835,45227,436400
36081047600,1282,65686,343267,1435,100493,375968,1326,131074,661600
36081047800,5303,42013,242000,5586,49826,246800,5294,70299,185700
36081047900,4424,37367,200029,5282,37638,228289,5456,64955,586300
36081048000,2358,50901,170600,2613,52143,191200,2506,67692,517000
36081048100,5171,31220,303800,6438,37282,204200,6781,42083,392000
36081048200,1279,59805,240300,1563,58125,293300,1452,92981,604500
36081048300,3217,39735,241300,3833,32095,292000,4047,47203,671500
36081048400,4785,43017,162900,5282,51875,179700,4979,69471,445800
36081048500,4008,44541,224210,4636,38420,246435,4598,44722,417800
36081048900,1250,51951,192115,1257,44896,230912,1486,41010,486000
36081049200,4850,39543,174300,5212,42083,215400,4750,53447,463600
36081049301,1629,43274,204300,1658,54563,211000,2134,80281,519200
36081049302,2413,36260,224976,3157,55517,233398,2811,58000,482900
36081049500,994,43292,192800,1001,55759,257300,1358,76250,662600
36081049600,2997,51768,157100,3540,59750,176900,3030,80947,414900
36081049700,2302,42703,212700,2638,52241,227600,3021,61131,613900
36081049900,3958,40569,215673,4578,51346,222112,5071,49006,639200
36081050000,4258,35848,162300,4013,39750,162800,4323,54620,467600
36081050201,1212,51071,142500,1270,49250,193800,1410,93839,450000
36081050202,1141,41000,154700,1445,65357,179700,1344,77321,478100
36081050400,1579,45313,161500,1829,44948,190700,1831,90217,461000
36081050500,1463,45097,196996,1824,51537,202978,1657,96905,626200
36081050600,1396,56329,161300,1524,53199,183000,1553,63981,444400
36081050700,2420,38696,217432,2716,61923,220900,3442,80250,581500
36081050800,1879,55141,155100,2031,60156,178800,1837,57125,478200
36081051000,1479,46328,152500,1742,64583,175100,1540,77163,387900
36081051100,2089,44786,221966,2190,57123,222431,2097,56726,566200
36081051200,2554,44318,159000,2884,54799,187500,2619,85823,445700
36081051300,1916,45742,188600,2095,45000,215400,2367,61250,581900
36081051500,2650,43068,206500,2798,53934,219500,2852,62321,369600
36081051600,2024,40655,152400,2207,63375,171400,1866,86159,423700
36081051700,1386,38759,204318,1545,42363,178777,1957,62433,560800
36081051800,1794,35385,142800,2045,56500,162700,1931,80074,381300
36081052000,1609,55460,147200,1779,48472,162300,1521,101488,419700
36081052100,1578,41568,164040,1862,51419,174500,1983,82270,499600
36081052200,1420,49280,134200,1455,74595,160600,1532,92333,440600
36081052400,1536,42417,141400,1968,47083,171400,1739,80278,413100
36081052500,1693,44306,191100,1798,51964,170200,2063,73098,607100
36081052600,1890,43125,140100,1867,47045,165000,1802,74075,409500
36081052800,1222,50977,157200,1411,57125,177100,1442,39706,445000
36081053000,2227,50203,140100,2329,47167,157800,2240,85272,420900
36081053100,2939,37973,169734,3293,43976,176301,3114,61563,594600
36081053200,1540,44509,142200,1801,63088,166900,1675,98056,399300
36081053401,2179,44397,151008,2144,61883,179335,1907,79803,408100
36081053500,959,40893,167500,1152,40216,183900,1123,33333,535100
36081053601,1572,51730,155400,1881,54094,183900,1577,86835,405900
36081053800,1714,49485,163100,1933,69600,181000,1755,80605,440300
36081053900,3933,31479,168025,4566,41790,181535,4147,56797,527600
36081054000,4203,42886,140823,4503,56569,175298,4222,51094,429200
36081054200,4765,43594,161100,5709,56932,182600,5074,78649,446400
36081054500,3241,27625,275000,3932,26183,143200,3722,39224,572100
