AREAKEY,TRCTPOP9,MDFAMY9,MDVALHS9,TRCTPOP0,MDFAMY0,MDVALHS0,TRCTPOP1,MDFAMY1A,MDVALHS1A
36047012801,1338,39500,201700,1955,49688,216700,2117,62688,579300
36047012901,2155,38062,230000,2276,49476,493800,2159,88056,665100
36047012902,2030,46917,322700,2097,58833,452900,1964,120320,1000001
36047013000,4195,33047,222900,4761,38990,237100,4792,50313,644800
36047013100,3959,28547,265000,4105,57560,450000,3828,113142,932200
36047013200,1693,43462,214200,2054,41711,226200,2239,35174,657000
36047013300,3487,37361,251400,3667,76170,500000,3730,124886,1000001
36047013400,3513,50219,207240,3865,55880,272309,3907,72143,663300
36047013500,3007,33571,375000,2917,72917,595000,3596,139625,882100
36047013600,3634,43569,245900,3924,54583,282400,3927,67756,619100
36047013700,3093,39263,320300,2852,66524,549600,3057,87404,960500
36047013800,3003,42500,277300,3326,46615,310300,3168,62391,703800
36047013900,3574,30930,207700,3773,47059,325500,3481,66719,1000001
36047014000,1757,53363,262200,2071,70795,297000,1826,62564,742300
36047014100,2625,27188,177500,2755,45078,226700,3017,105230,919100
36047014200,2984,37600,240400,3220,48333,222800,3223,60968,683900
36047014300,3146,29375,167900,3702,29258,206300,3487,65469,855700
36047014500,4047,24118,139600,4326,31293,144600,4179,53804,676000
36047014700,1694,28819,182100,1880,36806,215000,2084,52222,756600
36047014800,1208,34375,279700,1197,60655,288600,1209,111042,722000
36047014900,4993,36312,139700,4774,53984,260400,4976,123295,859900
36047015000,1464,48615,234000,1664,50333,273500,1574,69444,632900
36047015100,3375,52214,276400,3290,90653,539300,3578,130777,1000001
36047015200,1777,53517,208226,2158,55913,265647,2309,54435,497000
36047015300,3202,52988,375000,2955,88568,609800,3041,140987,1000001
36047015400,0,0,0,0,0,0,0,0,0
36047015500,3368,59418,492600,3376,94779,880600,3272,116860,1000001
36047015700,4429,78156,500001,4143,107973,951300,4135,198295,1000001
36047015900,4870,64096,400000,5091,102930,728300,5036,147083,734000
36047016000,3326,32114,198800,4264,46250,198900,4217,56458,511100
36047016100,2789,40455,316700,2554,76369,450000,3075,118854,811800
36047016200,1860,55527,201887,1902,60561,268428,2082,87466,371500
36047016300,3144,42024,370000,3046,71938,377600,2991,91750,746700
36047016400,975,30743,0,603,59250,0,764,61458,0
36047016500,4985,90482,500001,4847,134806,981500,5141,192292,836000
36047016600,2008,48451,267453,2041,87118,363721,2059,90758,693600
36047016700,4521,62199,464800,4534,90103,646500,4638,131987,1000001
36047016800,1420,46441,238056,1499,68704,286045,1510,94300,592000
36047016900,4375,37770,198900,4800,54464,368000,4497,87955,856400
36047017000,2520,38646,246100,2809,64792,276500,3254,64750,709700
36047017100,3452,46681,225000,3539,79474,324100,3749,105608,853100
36047017200,2524,41964,196100,2802,40536,264800,2931,67470,663900
36047017400,1546,35945,221401,1734,56314,236919,1793,67986,609900
36047017500,20,0,0,0,0,0,5,0,0
36047017600,1966,30348,162471,2314,42590,196273,2295,55069,509700
36047017700,0,0,0,0,0,0,0,0,0
36047017800,1832,30114,202100,2554,28636,315800,2898,53690,631600
36047017900,2857,32328,197500,3442,41250,212500,3624,61304,827800
36047018000,2381,32931,217200,2776,51964,270800,3193,35615,640300
36047018100,3844,46087,252600,3945,82013,443900,3936,116322,597800
36047018200,2549,35699,183000,2994,47961,254000,3163,45054,633200
36047018300,2353,29625,408300,2535,53884,275000,2500,116016,1000001
36047018400,1717,50915,218500,2116,48250,278200,2002,55568,632200
36047018501,4984,13972,171308,4765,18653,934,3827,21850,1000001
36047018600,1691,38906,223100,1805,41875,266100,2124,90946,629200
36047018700,1001,42083,112500,1294,34886,345000,1411,75855,1000001
36047018800,2302,42344,221000,2534,51719,249400,2640,76211,697700
36047019000,3582,32904,278300,4595,33199,219400,4782,38536,663500
36047019100,2448,27552,137500,2741,30280,213500,2332,51600,680600
36047019200,1848,36176,200000,2395,38646,233800,2772,29647,636900
36047019300,4549,38929,0,5214,48869,225000,5628,59688,339700
36047019400,2091,35687,92200,2921,36121,232300,3305,34250,575000
36047019500,4127,42791,122700,3970,45208,700000,3366,53167,389800
36047019600,3232,37063,237500,3625,36806,223000,4353,38288,682600
36047019700,3613,43375,272500,3801,51993,363900,3313,101985,462100
36047019800,1645,42000,233100,1706,56914,308100,1702,51169,637800
36047019900,3043,38315,247600,3170,50667,228800,2929,90455,1000001
36047020000,1711,35714,221600,1720,49800,287300,2265,47582,668400
36047020100,3583,30759,162500,3645,53828,317600,3421,89792,994600
36047020200,1824,42139,234700,1836,61296,280100,1874,79470,632500
36047020300,950,33462,131900,1114,42431,172400,1697,44833,661100
36047020400,1680,58869,249300,1947,62011,279700,1708,70081,646000
36047020500,2674,24750,272900,2449,45455,513900,2469,92989,474600
36047020600,1983,47734,249300,2200,59674,278000,2220,64583,656100
36047020700,5160,41190,403300,4646,61034,790400,4310,123819,668100
36047020800,2235,36723,189600,2624,55625,287900,3048,57697,641500
36047021000,2776,46394,180600,3340,33109,263900,3968,52585,711500
36047021100,2841,18937,101976,1423,35518,174302,1210,76571,392500
36047021200,2994,34688,262500,3638,35793,292600,4643,47847,714000
36047021300,5234,24692,87500,4795,31386,112500,4205,59565,519200
36047021400,1339,17176,0,1751,36250,162500,2152,25885,632500
36047021500,5624,35451,275000,5617,39210,225000,5307,66818,474800
36047021600,3086,30185,197900,3601,29344,273300,4015,31753,725800
36047021700,3961,19766,137500,3843,35391,0,3597,40022,466700
36047021800,3466,22945,297200,3785,37446,360000,3761,35561,780400
36047021900,4279,28187,49200,3820,29013,122300,3595,35133,644100
36047022000,4010,22596,228300,4452,30341,413000,4939,31933,715000
36047022100,3617,15705,183000,3928,26058,160400,3609,50417,611800
36047022200,3983,26010,261100,4719,30153,194500,4693,26301,733100
36047022400,3843,27730,247600,4943,35000,275000,5486,41000,509500
36047022600,1520,19202,182500,2560,25938,508300,2516,43980,529900
36047022700,3237,21824,179000,3476,38649,173500,3454,37941,641900
36047022800,2788,21307,178500,3353,23508,192000,3306,42676,608600
36047022900,3060,21746,171400,3226,28913,140300,3395,49394,636900
36047023000,3954,22841,366700,4163,26176,174200,4515,28309,646800
36047023100,2481,19228,214000,2787,41667,211100,3025,71500,707100
36047023200,5381,27719,241000,6059,27702,288500,5699,27308,711700
36047023300,5186,17670,112500,4875,27044,215600,5061,42756,707700
36047023400,4049,24871,278600,4733,21853,450000,5059,40212,933300
36047023500,2095,19635,0,1930,14833,14700,3928,37195,687500
36047023600,4304,25762,450000,5222,23256,838200,5600,38594,1000001
36047023800,4034,20719,325000,4694,27531,539500,4590,42031,755500
36047024000,4071,31569,277800,4772,29385,620000,4693,42287,717800
36047024100,1812,15833,0,1426,23929,172200,2229,71250,495600
36047024200,2466,34907,326700,2946,31629,325000,2984,48882,788800
36047024300,3754,18443,42300,4022,31080,181300,3786,34063,646800
36047024400,2548,26429,180600,3001,41188,247300,3238,41875,726300
36047024500,3762,25781,179300,3555,32188,268200,3946,51967,631000
36047024600,2588,37818,203000,2898,44961,233600,3256,47887,593900
36047024700,2806,21789,160400,2297,30724,60000,2316,41898,509500
36047024800,2054,31442,169000,2513,37457,258300,2698,59038,602900
36047024900,4395,25354,129000,4240,35982,154700,3823,44487,692300
36047025000,1110,25500,226300,1485,47222,256000,1722,41490,545300
36047025100,2717,14792,87500,3826,29153,0,3816,34297,522300
36047025200,3708,30057,207600,4644,35987,232100,4786,51003,626600
36047025300,2167,20938,157000,2538,33523,305600,2754,57880,742100
36047025400,2910,30357,221900,3379,42296,253800,3500,48250,567500
36047025500,5969,11084,0,5077,13891,0,5102,22227,0
36047025600,2696,35536,194100,2893,45078,250300,3058,42000,618900
36047025700,1084,10551,0,2089,37258,105900,2131,33018,550800
36047025800,4114,32564,218500,4329,35466,273800,4597,39815,723100
36047025901,1676,12100,162500,1924,16765,0,2010,22313,485600
36047025902,4012,12487,0,3558,14278,0,3419,18750,0
36047026000,2739,34263,220000,3463,37841,200700,3649,47404,611500
36047026100,4140,11433,87500,4445,18493,148400,4917,31289,587200
36047026200,2098,30750,193800,2410,46250,225400,2374,52443,594600
36047026300,1584,30694,67500,1831,27700,180900,1868,35127,605200
36047026400,3760,31134,186700,4440,34239,223200,4592,47888,633700
36047026500,2956,23482,167500,3717,25196,187100,3838,31786,633600
36047026600,3113,36682,240600,3399,43636,220000,3733,56250,677100
36047026700,3978,26402,116500,4117,35208,237900,3920,65263,723200
36047026800,3740,33113,295000,4076,39500,291700,4188,50500,758900
36047026900,2677,25435,128400,2750,32015,226600,2770,39193,658700
36047027000,2010,42353,279700,2371,46250,225800,2449,44286,551400
36047027100,3251,31933,103110,2831,30464,165988,2471,43686,450000
36047027200,2944,25900,215400,3428,39083,253800,3480,46635,697900
36047027300,3267,24250,185700,3115,35962,275000,2813,56667,649100
36047027400,2387,37288,242200,2831,45542,233200,3028,49583,641600
36047027500,4534,23087,60000,4171,40115,255900,4180,72857,579700
36047027600,2738,27813,143800,3331,35294,275000,3694,46361,711100
36047027700,4469,21212,90600,4136,22359,225000,3945,39861,617400
36047027800,2431,36908,232400,2623,31172,246900,3220,45854,594700
36047027900,2838,27500,95400,3791,28375,207100,3674,55082,561700
36047028000,1418,27710,162470,1608,51074,215363,1761,68818,600600
36047028100,3681,19899,225000,3656,14063,137500,4193,35208,615500
36047028200,2551,37758,156283,2890,41945,271358,2943,36989,595200
36047028300,3153,10658,137500,3624,13919,123200,4097,20491,594800
36047028400,3509,30392,308100,3868,38452,272500,4003,38281,705000
36047028501,632,13750,0,1443,38438,0,428,96484,0
36047028502,3368,11896,0,2858,15184,0,2802,24808,0
36047028600,4640,32484,219781,4984,29500,267179,4814,46134,694400
36047028700,2367,8521,162500,2796,17850,222900,2991,22299,526000
36047028800,3145,30462,274000,3502,36467,358100,3458,32794,655100
36047028900,2625,9678,45700,3392,23045,175000,3538,41314,512600
36047029000,3311,32134,72100,3802,32689,340500,3920,45536,757500
36047029100,2016,21200,60000,2842,30489,186800,3101,35976,486400
36047029200,2246,26820,123379,2332,26733,124,2539,30144,633000
36047029300,3393,20972,112500,3324,30595,145000,3106,46676,645300
36047029400,2564,31868,220695,2278,52254,239467,2321,27159,654300
36047029500,3623,34237,120800,3819,37661,172400,3425,55417,701400
36047029600,4566,30114,300000,5343,43894,293800,5546,44402,508300
36047029700,4168,40125,97700,3271,35819,188300,3344,65179,686100
36047029800,2842,31324,225000,3433,43393,263000,3717,48092,688000
36047029900,1610,16336,101900,1606,22625,186100,2579,37026,581400
36047030000,3089,30625,193800,3627,42639,277500,4120,42601,608400
36047030100,2305,21167,142500,2619,32114,210300,2750,43469,512200
36047030200,3236,34067,190700,3742,51331,257900,4214,48059,629300
36047030300,3939,15143,57500,3409,19911,151400,4458,25000,607900
36047030400,3198,41122,214730,3972,41275,287278,4281,41071,616100
36047030500,4305,23134,112637,4691,29857,162660,5549,54028,451100
36047030600,1714,30735,275000,1893,45288,226400,2005,63684,659700
36047030700,3750,11250,177800,3913,11400,173500,4544,22057,483100
36047030800,1475,33203,177100,1678,38792,157500,1949,51490,382800
36047030900,1690,15757,0,1410,28922,123600,1754,20750,88600
36047031100,2616,26071,317600,2692,27820,170800,2833,38525,483600
36047031300,5506,27754,197100,4782,26158,171400,4648,33077,654500
36047031400,4503,37401,165856,4512,41196,213234,4544,56369,417100
36047031500,5425,23925,150000,5371,27600,205000,5175,39786,526300
36047031701,4429,21273,162500,3673,31064,183300,3433,35593,727100
36047031702,3830,30970,230900,3599,32831,153300,3363,47417,621000
36047031900,3421,31943,113200,3840,36875,201900,3508,44420,588500
36047032100,6109,23260,162500,5612,30737,189800,5001,37067,612900
36047032300,4475,26420,180000,3763,32090,186000,3554,41299,653200
36047032500,7372,29655,143200,6641,30596,157600,6405,49469,516900
36047032600,8435,9786,127900,7247,16620,148000,6948,32721,365300
36047032700,3884,27448,162500,3974,41944,203800,2924,53913,509100
36047032800,2861,18929,102000,3198,32264,134600,3138,35734,330400
36047032900,6782,32203,160800,5856,29932,170900,5582,37556,510600
36047033000,5435,14152,111500,5288,23094,155600,4587,29500,400000
36047033100,5023,21475,202500,4725,29009,278600,4520,45423,735800
36047033300,4891,30949,257200,4491,40871,272200,4085,44076,626700
36047033500,3217,36975,233900,2975,38717,272300,3139,60539,769700
36047033600,745,44000,174500,907,42292,247000,4759,69605,623700
36047033700,4669,30203,186800,4541,35965,229200,4105,50766,629900
36047033900,4809,29328,153800,4704,44063,219500,4376,59444,612000
36047034000,2245,20625,0,2641,18040,0,2248,26960,0
36047034100,3255,26522,113900,2649,39559,218300,2607,56096,528500
36047034200,8227,16906,0,7299,14883,145800,6502,31783,411800
36047034300,5339,21856,172700,5434,23265,170800,5281,30432,604900
36047034500,2621,23750,119600,2489,39609,168400,2647,57250,469800
36047034700,3338,12404,87500,3135,16667,0,3228,34608,350000
36047034800,781,20645,63,1563,29582,109463,2537,38209,407400
36047034900,5285,20014,112500,5572,29329,97300,5403,40536,564400
36047035000,3621,26831,0,4032,33286,13483,3296,51458,187500
36047035100,5158,20672,162500,5104,29744,198800,4597,50333,490200
36047035200,519,7528,0,530,12256,0,1246,13873,0
36047035300,5438,22175,259600,5558,25652,225000,5161,32783,657000
36047035400,6041,35417,0,5575,37236,0,6271,59926,310900
36047035500,5543,21766,0,5321,32586,112500,5253,35354,471400
36047035601,2443,31043,0,2195,42111,0,2912,53511,239300
36047035602,6642,31043,0,5969,42111,0,5271,52421,304700
36047035700,2060,17361,350000,2407,19125,0,2506,35214,296300
36047035900,3974,11637,14999,5268,20202,163900,5685,30167,0
36047036001,3555,18906,137500,3464,27819,0,3217,40446,321800
36047036002,3951,11250,0,4230,18201,0,3930,23017,312500
36047036100,1432,15000,0,2640,24018,0,2608,26597,398100
36047036200,3528,27209,175500,4977,21774,166400,4204,28011,634500
36047036300,3694,11219,0,3594,14375,65000,4108,37149,516000
36047036400,1667,22222,112300,2711,26042,150400,2405,39450,589100
36047036501,2618,22591,0,2429,25694,162500,2624,46391,438700
36047036502,765,11500,162500,916,26667,131300,1255,65388,288800
36047036600,3981,30396,138411,4207,33536,182067,4767,48846,559800
36047036700,1442,21597,0,1649,29853,177900,1305,43542,417200
36047036900,4871,17569,108500,4912,21308,96000,4923,30335,468400
36047037000,3399,41250,225000,4028,52143,255000,4085,86203,462600
36047037100,2968,18646,76000,3982,24743,192400,4120,44261,535800
36047037300,4152,19286,115600,4232,27375,152200,3784,27429,585300
36047037401,3804,33957,147975,3961,45686,259647,4301,52090,551900
36047037402,5078,33940,150000,5297,45787,263200,4573,50496,608600
36047037500,2073,23542,74100,2798,27826,195700,2910,41546,475600
36047037700,3815,28306,137500,3823,40040,189200,3660,45744,612600
36047037900,2322,11472,85100,2831,35714,221600,3706,44500,470300
36047038100,5166,21412,96900,4849,22807,157500,4763,36545,538600
36047038200,7125,13530,179200,6161,17214,243800,5943,27753,596000
36047038300,4160,33085,115100,3999,38636,173300,3931,62750,588800
36047038500,3322,21486,138300,3628,30972,201400,3422,43750,606200
36047038600,3204,30714,183637,3377,35093,209100,3477,49732,618900
36047038700,3121,15179,159900,3581,28438,178100,4010,34948,532100
36047038800,3394,39135,174600,3780,42647,261300,3841,46739,597800
36047038900,2292,9730,0,2311,22391,143800,2773,25135,574000
36047039000,2019,44095,242700,2248,41833,280600,2282,63583,612500
36047039100,1463,12177,67500,1411,19205,296400,2303,39472,398400
36047039200,2243,41329,293500,2773,30417,290800,2756,41868,692300
36047039300,2667,18333,137500,2816,26875,176300,3549,52278,428900
36047039400,2168,36964,268300,2592,34712,384900,2441,51863,867100
36047039500,3190,17083,166300,3542,27869,166400,3380,33222,719900
36047039600,1908,42589,289100,2058,42292,258700,2126,59000,639000
36047039700,2833,23190,176600,3176,21250,215300,3389,44167,581200
36047039800,1806,38750,192400,2452,37063,256900,2644,34511,561800
36047039900,3277,24333,96400,3777,24792,175000,3823,39145,433500
36047040000,2638,35385,206900,2878,36042,224300,3069,41067,652600
36047040100,3047,20727,225000,3227,22917,172100,3518,24375,469100
36047040200,2016,32841,197500,2568,43625,206700,2740,60848,644600
36047040300,3346,22589,137500,2977,25917,179400,3538,32460,459400
36047040400,1922,30769,171600,2065,46328,254800,2551,78696,752400
36047040500,1486,18324,28000,1308,38017,187500,1480,76023,435500
36047040600,2678,43347,180600,3160,42056,252200,3184,54825,627700
36047040700,0,0,0,0,0,0,14,0,0
36047040800,2614,34148,166700,2893,42096,189800,3566,46714,566200
36047040900,3685,15058,87500,3535,23438,143100,3752,31956,489700
36047041000,1652,36917,208700,1729,49357,220600,1773,60938,579700
36047041100,3088,15625,137500,2857,24219,187500,3302,35547,551900
36047041200,2223,33021,172700,2716,46948,221200,2929,42050,588500
36047041300,3464,18277,120600,3241,25054,225000,3822,47369,614800
36047041401,1348,32292,322700,1386,45132,330000,1351,45766,530300
36047041402,1620,45833,500001,1922,52050,918500,1612,81528,1000001
36047041500,3147,21641,145000,3638,25000,227800,4064,40625,479500
36047041600,2171,37500,222200,2574,43125,364200,2324,49609,784700
36047041700,3001,10234,0,3106,17238,796900,3609,38797,607900
36047041800,2527,32292,211100,2538,35163,513400,2359,31361,456300
36047041900,3821,18162,99000,3897,24583,162500,3770,34913,525600
36047042000,1880,39750,215900,2302,54375,275000,1896,48375,753800
36047042100,3271,11172,120800,3435,22283,153800,3920,45327,516000
36047042200,3223,35060,250000,3691,46607,287200,3568,52989,773200
36047042300,3095,12469,93800,2617,17667,157100,4217,37418,617300
36047042400,3085,35142,199700,3654,38872,226700,3666,46344,655800
36047042500,2631,10030,61900,2298,17917,225000,3042,42868,409100
36047042600,3462,32137,182100,3823,36900,243200,4135,46250,561900
36047042700,5689,10859,0,5599,17526,212500,5074,37158,451600
36047042800,3214,33167,213500,3655,41923,228700,3857,54365,579100
36047042900,5880,13507,0,5829,15108,137500,5630,24803,184700
36047043000,2849,29063,156300,3291,33831,225900,3333,51618,786100
36047043100,5492,13003,197500,5276,19829,284100,5113,28644,533700
36047043200,3568,30833,179500,3860,32273,187500,4250,38523,472500
36047043300,3464,17832,225000,3668,19492,137500,4064,38053,544000
36047043400,2907,39327,190900,3529,37396,254700,3433,45431,588200
36047043500,4136,16069,63500,4494,26694,275000,4463,33405,547100
36047043600,3788,27452,220500,4020,31353,272900,4160,36394,658500
36047043700,5103,19031,179700,5027,26115,190800,5240,27732,560600
36047043800,2279,31293,244300,2719,41974,500000,2481,53750,635000
36047043900,3782,23879,158600,3733,29853,147200,3829,42021,578500
36047044000,2576,49948,254800,2726,42188,327000,2880,75076,717200
36047044100,5204,19375,0,5630,22757,242900,5643,33532,481300
36047044200,2558,45408,272900,2769,37266,407800,2658,60675,653300
36047044300,5595,21385,47500,5180,27188,225000,5557,41000,507700
36047044400,3237,39135,250700,3201,41354,290200,3336,60127,576800
36047044500,4038,24095,160500,4582,30815,162500,4446,39661,426200
36047044600,1600,40268,201900,1813,46250,237500,1909,47083,490800
36047044700,1792,21992,0,1806,22232,180800,2310,41875,281800
36047044800,1370,37430,224859,1679,60119,266209,1915,52031,476800
36047044900,3311,20851,67840,2968,17038,123956,2932,24102,555300
36047045000,899,51074,236300,1197,51406,295000,673,38714,632100
36047045200,2611,50208,288300,2880,62083,571900,2701,67315,752000
36047045300,1573,11019,0,1630,17500,0,2017,37500,710900
36047045400,1816,34167,210700,2033,46696,320600,1852,69000,576300
36047045600,1927,35833,287500,2312,47500,587100,2357,27689,805900
36047045800,1672,58518,498500,1556,79369,687500,1490,112500,559300
36047046000,3291,36096,200760,3668,39572,244918,3729,54583,548500
36047046201,2252,50265,190300,2469,50074,200000,2632,28844,380300
36047046202,1413,47266,250000,1468,54250,323100,1803,48523,652300
36047046400,1876,34837,219100,2510,38068,275300,2838,53846,623800
36047046800,1194,40000,225700,936,45917,233900,2054,51563,656900
36047047000,2351,27629,206700,3066,47885,347000,2886,50465,676500
36047047200,2658,31786,310000,3103,30104,456300,3141,61750,875700
36047047400,2837,32344,260000,2983,34597,388600,2969,65125,761300
36047047600,3385,37128,248000,3811,34716,302000,3646,31760,690000
36047047700,2330,37596,196100,2259,43750,137500,3318,82250,598400
36047047800,3794,22821,210100,4916,37250,311800,4848,29560,703100
36047048000,2791,32432,201500,3442,29922,222000,3769,53725,639800
36047048100,2482,25451,59800,2772,26500,222000,2778,80949,551500
36047048200,4618,31317,108300,5310,29183,197500,5331,31920,317300
36047048400,4459,28221,229600,5169,31021,267500,5481,43910,670400
36047048500,939,12564,40132,1607,33314,137369,2510,53578,520100
36047048600,3053,23026,177400,3657,31449,257800,3568,27523,603300
36047048800,3752,37951,203300,4393,40789,230700,4395,40556,305000
36047048900,6815,11601,0,4020,15926,0,4039,22784,0
36047049000,5287,37024,164900,6153,33409,166700,5899,44417,509800
36047049100,5369,21611,0,5442,25733,197500,6418,41125,188400
36047049200,3249,33036,176300,3346,34891,253400,3495,52105,467500
36047049300,8380,11692,0,7681,21358,0,7625,27539,532100
36047049400,5402,34340,165800,5596,32941,239400,5308,58590,492900
36047049500,2736,22263,102300,2793,32635,166700,2603,81012,558300
36047049600,3692,32684,185100,4484,41201,227300,4513,57601,598100
36047049700,2026,34417,162500,2238,42457,198400,2645,74167,715500
36047049800,3263,34139,219000,4069,40163,250000,4232,52205,649000
36047049900,1781,32412,87500,1633,33542,0,1753,81250,865300
36047050000,3469,40625,208719,3711,47353,239802,3474,66627,407800
36047050100,2687,31066,198400,2662,41542,186900,2786,60156,787000
36047050202,2112,43167,186000,2221,78726,263500,2201,110083,635900
36047050300,3051,26150,157000,2689,36875,149300,2582,44866,929200
36047050400,4427,40638,143400,4432,42428,161400,4527,81404,428600
36047050500,4430,14420,0,4211,27277,0,4163,22932,485000
36047050600,6799,21973,263300,6187,26571,227900,6016,32687,711100
36047050700,408,12109,0,694,18214,0,2288,20455,519200
36047050801,4738,26159,71800,4575,24174,198400,4080,34667,0
36047050803,3396,26159,71800,3279,24174,198400,2464,49211,588600
36047050804,6245,26159,71800,6030,24174,198400,6250,50679,313200
36047050900,797,20010,0,1709,17078,2352,3694,20781,515300
36047051001,4162,26904,225000,3877,26108,210000,3926,53897,0
36047051002,5792,26904,225000,5396,26108,210000,4725,44000,829500
36047051100,3805,16326,87500,3904,30694,0,3933,29647,518400
36047051200,7367,31574,347200,6871,33848,625000,6398,41492,179700
36047051300,4375,20213,137500,4362,29491,150000,4332,41250,552300
36047051400,8113,31050,190200,7692,33075,392300,7366,39801,266200
36047051500,815,19327,275000,887,36250,278600,1372,61912,587800
36047051601,6234,21753,147600,5467,27032,260300,5732,35327,500000
36047051602,4890,21753,147600,4288,27032,260300,4028,50547,443800
36047051700,1280,33565,27500,1460,51012,0,1735,99583,797200
36047051800,4101,34808,331100,3722,38417,351000,3415,57014,341700
36047051900,2724,25943,112500,2921,35452,123400,3564,68854,900400
36047052000,3976,34392,219300,4521,36492,290800,4228,48194,740900
36047052300,5390,14198,112500,5729,23315,0,5469,30545,629700
36047052500,3687,14834,0,3537,13929,0,3499,17141,247700
36047052600,4245,28926,314100,4515,32243,290500,4357,60521,590600
36047052700,7041,15048,0,7277,20665,0,6629,34779,396100
36047052800,1825,63620,293200,2016,72083,354000,1818,95815,872300
36047052900,4058,18072,87500,4384,19208,250000,3979,30260,845100
36047053000,3023,32857,197500,3522,36181,239300,3465,56815,628300
36047053100,1545,11328,172900,2624,24375,58900,7027,24018,469500
36047053200,2409,43456,238200,3015,45625,257400,2579,76853,433300
36047053300,7228,12784,0,7302,13750,213900,6566,21447,542800
36047053400,4191,28900,187500,4612,31927,210200,4383,55862,629100
36047053500,4716,16780,350000,4918,17361,123600,4348,23333,450000
36047053700,1399,18125,0,2059,16813,39400,3575,30938,608200
36047053800,4417,33412,207100,4701,39207,231100,4473,41063,502400
36047053900,3919,15720,0,3724,20847,0,2756,31957,614600
36047054200,3626,40583,251200,4391,42000,346100,4450,47188,712100
36047054300,0,0,0,53,40357,0,327,0,0
36047054400,3078,42386,237800,3705,50469,275700,3406,65771,512500
36047054500,7215,12667,0,8009,16260,181656,8008,26643,623700
36047054600,4281,30304,232000,4571,40129,324500,4346,39389,601600
36047054700,1640,11255,136913,3372,16598,0,5245,21735,572900
36047054800,1923,64460,247900,2019,58250,354100,1989,68036,808800
36047054900,1161,16418,0,1551,26933,622363,3122,32730,565200
36047055000,3293,35236,309700,3572,34525,426300,3551,42563,692200
36047055100,4474,14879,206554,4322,27173,216128,4597,37152,692700
36047055200,2913,39087,234000,3519,36964,264700,3498,51920,528800
36047055300,2337,23516,187500,2553,38938,356300,2596,51625,638500
36047055400,3827,30134,206700,4284,36875,293200,4216,34957,658200
36047055500,551,24102,0,872,42343,340942,1959,59306,724000
36047055600,3235,32371,253700,3824,48387,350900,3712,64813,625700
36047055700,1087,22340,220405,1285,52996,96489,1655,49402,295000
36047055800,2447,43264,212900,2418,31083,228000,2390,41100,630100
36047056000,2864,41250,247700,3571,52234,304400,3493,58007,613900
36047056100,3505,29770,206377,3748,43219,255813,3295,85938,689400
36047056200,1640,49531,244800,1676,58214,285400,1654,71406,646000
36047056300,3839,27447,269098,4352,33662,218636,4360,54655,722200
36047056400,2116,46369,220200,2373,56658,250400,2451,83047,518400
36047056500,3745,32871,118204,3620,40806,241881,3255,57266,855200
36047056600,2200,53126,204200,2588,48375,218200,2419,77452,585900
36047056800,1245,56900,193600,1270,77427,208600,1314,75357,484100
36047056900,1588,41523,212500,1737,43750,195000,1630,67794,833300
36047057000,3299,40187,179200,3292,54063,199100,3384,64861,198700
36047057100,4957,37102,128800,5083,38009,208800,4400,61466,641100
36047057200,5265,21048,0,5633,19000,0,5443,20360,0
36047057300,2478,40284,120300,2807,37740,233300,2608,64833,725500
36047057400,2244,42367,190500,2606,70729,226500,2657,80590,597800
36047057500,4461,30398,87500,5006,35123,256300,4249,52236,701900
36047057600,2621,45187,216800,2863,52727,244100,2918,56071,584100
36047057800,2538,43818,204200,2910,45048,258000,3176,71818,631900
36047057900,1281,21719,42500,1433,25594,233900,1117,41053,496200
36047058000,2769,32065,217700,3154,43269,197800,3365,50792,637900
36047058200,2571,34545,193800,2994,36172,252900,2967,45236,669300
36047058400,3314,41983,193400,3646,45987,211900,3620,58727,347300
36047058600,1718,37917,190600,2209,51058,219500,2519,47045,520800
36047058800,3342,39375,209000,3479,51429,226600,3245,55260,282400
36047058900,1822,40221,174503,1775,51152,181896,1904,78882,688400
36047059000,1354,39837,159200,1979,53050,261300,1899,62308,554200
36047059100,4449,38722,127100,4176,37863,200000,3920,54722,699900
36047059200,3565,41875,191900,3986,42483,231100,3870,76285,542900
36047059300,2264,29074,0,2489,32634,0,2228,48830,558200
36047059401,6858,38564,214100,7875,43750,245900,7628,66613,616900
36047059402,4238,46113,221700,4614,52763,242400,4551,76765,494500
36047059600,2552,37435,218600,2228,52200,245500,2306,52344,439100
36047059800,2862,47043,225000,3331,53661,238500,3427,62027,540500
36047060000,5173,41520,221450,6116,47839,256200,6067,76593,549300
36047060600,2287,37176,140800,2429,36583,186300,2555,50729,284400
36047060800,2799,32353,159000,3768,52188,148400,3574,71048,507700
36047061002,1219,43654,413300,1465,41607,464300,4508,73527,542500
36047061003,1946,24073,162200,2227,27264,186000,1984,54583,476400
36047061004,5496,24073,162200,6292,27264,186000,6447,35938,363400
36047061200,1077,77208,456500,1211,90000,553600,1076,76250,855000
36047061600,1007,53654,340500,905,78279,468300,1656,79333,945300
36047062000,1695,65361,366185,1703,81587,702616,1850,100789,1000001
36047062200,3197,40745,132400,3146,50036,148600,3252,60820,446600
36047062600,2520,40848,161100,2638,44572,183200,2788,73125,382200
36047062800,5442,44812,162600,5502,70160,187900,5226,83833,452100
36047063200,1387,40000,196500,1321,55170,216900,1447,83611,363100
36047063600,1178,66499,192500,1330,84248,220500,1236,109327,507600
